('AMC Empire 25', 300, 'IMAX', 'USA, New York'),
('Pathe Westside Bern', 240, 'Standard', 'Switzerland, Bern'),
('Kitag Cinema Capitol Sihlcity', 290, 'IMAX', 'Switzerland, Zurich'),
('Pathe Küchlin Basel', 170, 'Standard', 'Switzerland, Basel'),
('Hoyts Melbourne Central', 280, 'IMAX', 'Australia, Melbourne'),
('Event Cinemas George Street', 230, 'Standard', 'Australia, Sydney'),
('Hoyts Highpoint', 200, '3D', 'Australia, Melbourne'),
('Village Cinemas Crown', 310, '3D', 'Australia, Melbourne'),
('Event Cinemas Chermside', 260, 'Standard', 'Australia, Brisbane'),
('Hoyts Entertainment Quarter', 220, 'IMAX', 'Australia, Sydney'),
('Village Cinemas Southland', 190, '3D', 'Australia, Melbourne'),
('Event Cinemas Pacific Fair', 240, 'Standard', 'Australia, Gold Coast'),
('Hoyts Carousel', 290, 'IMAX', 'Australia, Perth'),
('Village Cinemas Doncaster', 170, 'Standard', 'Australia, Melbourne'),
('Cinemaximum Zorlu Center', 280, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Kanyon', 230, 'Standard', 'Turkey, Istanbul'),
('VakifBank World Cinema', 200, '3D', 'Turkey, Istanbul'),
('Cinemaximum City’s Nişantaşı', 310, '3D', 'Turkey, Istanbul'),
('Cinemaximum Akasya', 260, 'Standard', 'Turkey, Istanbul'),
('VakifBank World Cinema Trump Towers', 220, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum MetroCity', 190, '3D', 'Turkey, Istanbul'),
('Cinemaximum Capacity', 240, 'Standard', 'Turkey, Istanbul'),
('VakifBank World Cinema Istinye Park', 290, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Carousel', 170, 'Standard', 'Turkey, Istanbul'),
('CGV Yongsan I-Park Mall', 280, 'IMAX', 'South Korea, Seoul'),
('Lotte Cinema Konkuk University', 230, 'Standard', 'South Korea, Seoul'),
('Megabox COEX Mall', 200, '3D', 'South Korea, Seoul'),
('CGV Gangnam', 310, '3D', 'South Korea, Seoul'),
('Lotte Cinema World Tower', 260, 'Standard', 'South Korea, Seoul'),
('Megabox Dongdaemun', 220, 'IMAX', 'South Korea, Seoul'),
('CGV Sinchon', 190, '3D', 'South Korea, Seoul'),
('Lotte Cinema Nowon', 240, 'Standard', 'South Korea, Seoul'),
('Megabox Mokdong', 290, 'IMAX', 'South Korea, Seoul'),
('CGV Wangsimni', 170, 'Standard', 'South Korea, Seoul'),
('GSC Mid Valley Megamall', 280, 'IMAX', 'Malaysia, Kuala Lumpur'),
('TGV Sunway Pyramid', 230, 'Standard', 'Malaysia, Petaling Jaya'),
('MBO Atria Shopping Gallery', 200, '3D', 'Malaysia, Damansara'),
('GSC Pavilion KL', 310, '3D', 'Malaysia, Kuala Lumpur'),
('TGV 1 Utama', 260, 'Standard', 'Malaysia, Petaling Jaya'),
('MBO Setapak Central', 220, 'IMAX', 'Malaysia, Kuala Lumpur'),
('GSC IOI City Mall', 190, '3D', 'Malaysia, Putrajaya'),
('TGV Bukit Tinggi', 240, 'Standard', 'Malaysia, Klang'),
('MBO Kecil Ipoh', 290, 'IMAX', 'Malaysia, Ipoh'),
('GSC Gurney Plaza', 170, 'Standard', 'Malaysia, Penang'),
('CGV Grand Indonesia', 280, 'IMAX', 'Indonesia, Jakarta'),
('CGV Paris Van Java', 230, 'Standard', 'Indonesia, Bandung'),
('XXI Plaza Senayan', 200, '3D', 'Indonesia, Jakarta'),
('CGV Trans Studio Mall Makassar', 310, '3D', 'Indonesia, Makassar'),
('XXI Mall of Indonesia', 260, 'Standard', 'Indonesia, Jakarta'),
('CGV Tunjungan Plaza', 220, 'IMAX', 'Indonesia, Surabaya'),
('XXI Summarecon Mal Bekasi', 190, '3D', 'Indonesia, Bekasi'),
('CGV Summarecon Mal Serpong', 240, 'Standard', 'Indonesia, Tangerang'),
('XXI Lippo Mall Puri', 290, 'IMAX', 'Indonesia, Jakarta'),
('CGV Sun Plaza Medan', 170, 'Standard', 'Indonesia, Medan'),
('Nu Metro Hyde Park', 280, 'IMAX', 'South Africa, Johannesburg'),
('Ster-Kinekor Eastgate', 230, 'Standard', 'South Africa, Johannesburg'),
('CineCentre Killarney Mall', 200, '3D', 'South Africa, Johannesburg'),
('Nu Metro Canal Walk', 310, '3D', 'South Africa, Cape Town'),
('Ster-Kinekor Sandton City', 260, 'Standard', 'South Africa, Johannesburg'),
('CineCentre Suncoast', 220, 'IMAX', 'South Africa, Durban'),
('Nu Metro Menlyn Park', 190, '3D', 'South Africa, Pretoria'),
('Ster-Kinekor Gateway', 240, 'Standard', 'South Africa, Durban'),
('CineCentre Pavilion', 290, 'IMAX', 'South Africa, Durban'),
('Nu Metro V&A Waterfront', 170, 'Standard', 'South Africa, Cape Town'),
('Bonifacio High Street Cinemas', 310, '3D', 'Philippines, Taguig City'),
('Robinsons Magnolia Movieworld', 260, 'Standard', 'Philippines, Quezon City'),
('Uptown Mall Cinemas', 290, 'IMAX', 'Philippines, Taguig City'),
('Gateway Cineplex', 170, 'Standard', 'Philippines, Quezon City'),
('UCI Cinemas Pioltello', 280, 'IMAX', 'Italy, Milan'),
('The Space Cinema Odeon', 230, 'Standard', 'Italy, Milan'),
('UCI Cinemas Certosa', 200, '3D', 'Italy, Milan'),
('The Space Cinema MilanoFiori', 310, '3D', 'Italy, Assago'),
('UCI Cinemas Bicocca', 260, 'Standard', 'Italy, Milan'),
('The Space Cinema Sesto San Giovanni', 220, 'IMAX', 'Italy, Sesto San Giovanni'),
('UCI Cinemas Fiumara', 190, '3D', 'Italy, Genoa'),
('The Space Cinema Belpasso', 240, 'Standard', 'Italy, Belpasso'),
('UCI Cinemas Firenze', 290, 'IMAX', 'Italy, Florence'),
('Filmstaden Sergel', 280, 'IMAX', 'Sweden, Stockholm'),
('SF Bio Heron City', 230, 'Standard', 'Sweden, Stockholm'),
('Filmstaden Scandinavia', 200, '3D', 'Sweden, Stockholm'),
('SF Bio Mall of Scandinavia', 310, '3D', 'Sweden, Solna'),
('Filmstaden Kista', 260, 'Standard', 'Sweden, Stockholm'),
('SF Bio Sickla', 220, 'IMAX', 'Sweden, Nacka'),
('Filmstaden Karlskrona', 190, '3D', 'Sweden, Karlskrona'),
('SF Bio Göteborg', 240, 'Standard', 'Sweden, Gothenburg'),
('Filmstaden Uppsala', 290, 'IMAX', 'Sweden, Uppsala'),
('SF Bio Malmö', 170, 'Standard', 'Sweden, Malmö'),
('Formula Kino Gorizont', 280, 'IMAX', 'Russia, Moscow'),
('Cinema Park Metropolis', 230, 'Standard', 'Russia, Moscow'),
('KARO 11 Oktyabr', 200, '3D', 'Russia, Kaliningrad'),
('Cinema Park Mega', 310, '3D', 'Russia, Novosibirsk'),
('KARO Sky 17', 260, 'Standard', 'Russia, Moscow'),
('Formula Kino Aurora', 220, 'IMAX', 'Russia, St. Petersburg'),
('Cinema Park Europe', 190, '3D', 'Russia, Krasnoyarsk'),
('KARO 7 Atrium', 240, 'Standard', 'Russia, Novokuznetsk'),
('Formula Kino Silver City', 290, 'IMAX', 'Russia, Krasnodar'),
('Cinema Park Linza', 170, 'Standard', 'Russia, Yekaterinburg'),
('Cinemark Bradesco Prime', 280, 'IMAX', 'Brazil, São Paulo'),
('Kinoplex Shopping Vila Olímpia', 230, 'Standard', 'Brazil, São Paulo'),
('UCI Kinoplex NorteShopping', 200, '3D', 'Brazil, Rio de Janeiro'),
('Cinépolis JK Iguatemi', 310, '3D', 'Brazil, São Paulo'),
('Kinoplex Shopping Leblon', 260, 'Standard', 'Brazil, Rio de Janeiro'),
('UCI New York City Center', 220, 'IMAX', 'Brazil, Rio de Janeiro'),
('Cinemark Shopping Eldorado', 190, '3D', 'Brazil, São Paulo'),
('Kinoplex Shopping Tijuca', 240, 'Standard', 'Brazil, Rio de Janeiro'),
('UCI Kinoplex ParkShopping Campo Grande', 290, 'IMAX', 'Brazil, Campo Grande'),
('Cinépolis Santa Úrsula', 170, 'Standard', 'Brazil, Ribeirão Preto'),
('Hoyts Abasto', 280, 'IMAX', 'Argentina, Buenos Aires'),
('Cinemark Palermo', 230, 'Standard', 'Argentina, Buenos Aires'),
('Village Recoleta', 200, '3D', 'Argentina, Buenos Aires'),
('Hoyts Dot Baires', 310, '3D', 'Argentina, Buenos Aires'),
('Cinépolis Belgrano', 260, 'Standard', 'Argentina, Buenos Aires'),
('Village Avellaneda', 220, 'IMAX', 'Argentina, Avellaneda'),
('Hoyts Quilmes', 190, '3D', 'Argentina, Quilmes'),
('Cinemark Caballito', 240, 'Standard', 'Argentina, Buenos Aires'),
('Village Pilar', 290, 'IMAX', 'Argentina, Pilar'),
('Hoyts La Plata', 170, 'Standard', 'Argentina, La Plata'),
('Village Shopping & More', 280, 'IMAX', 'Greece, Athens'),
('Odeon Starcity', 230, 'Standard', 'Greece, Thessaloniki'),
('Village Entertainment Center', 200, '3D', 'Greece, Marousi'),
('Cineplexx Athens Metro Mall', 310, '3D', 'Greece, Athens'),
('Ster Cinemas Ellinikon', 260, 'Standard', 'Greece, Elliniko'),
('Village Faliro', 220, 'IMAX', 'Greece, Palaio Faliro'),
('Odeon Agios Kosmas', 190, '3D', 'Greece, Agios Kosmas'),
('Village Kifisia', 240, 'Standard', 'Greece, Kifisia'),
('Cineplexx Thessaloniki', 290, 'IMAX', 'Greece, Thessaloniki'),
('Ster Cinemas Agia Paraskevi', 170, 'Standard', 'Greece, Agia Paraskevi'),
('Golden Village VivoCity', 280, 'IMAX', 'Singapore, Singapore'),
('Shaw Theatres NEX', 230, 'Standard', 'Singapore, Singapore'),
('Cathay Cineplex Causeway Point', 200, '3D', 'Singapore, Woodlands'),
('Golden Village Suntec City', 310, '3D', 'Singapore, Singapore'),
('Shaw Theatres JCube', 260, 'Standard', 'Singapore, Jurong East'),
('Cathay Cineplex AMK Hub', 220, 'IMAX', 'Singapore, Ang Mo Kio'),
('Golden Village Plaza Singapura', 190, '3D', 'Singapore, Singapore'),
('Shaw Theatres Seletar', 240, 'Standard', 'Singapore, Seletar'),
('Cathay Cineplex West Mall', 290, 'IMAX', 'Singapore, Bukit Batok'),
('Golden Village Bishan', 170, 'Standard', 'Singapore, Bishan'),
('Odeon Oslo', 280, 'IMAX', 'Norway, Oslo'),
('Kino Victoria', 230, 'Standard', 'Norway, Oslo'),
('Nordisk Film Kino Colosseum', 200, '3D', 'Norway, Oslo'),
('Odeon Bergen', 310, '3D', 'Norway, Bergen'),
('Kino Tromsø', 260, 'Standard', 'Norway, Tromsø'),
('Nordisk Film Kino Stavanger', 220, 'IMAX', 'Norway, Stavanger'),
('Odeon Trondheim', 190, '3D', 'Norway, Trondheim'),
('Kino Kristiansand', 240, 'Standard', 'Norway, Kristiansand'),
('Nordisk Film Kino Drammen', 290, 'IMAX', 'Norway, Drammen'),
('Odeon Fredrikstad', 170, 'Standard', 'Norway, Fredrikstad'),
('Cinemex Antara', 280, 'IMAX', 'Mexico, Mexico City'),
('Cinepolis Perisur', 230, 'Standard', 'Mexico, Mexico City'),
('Cinemex Reforma 222', 200, '3D', 'Mexico, Mexico City'),
('Cinepolis Oasis Coyoacán', 310, '3D', 'Mexico, Mexico City'),
('Cinemex Santa Fe', 260, 'Standard', 'Mexico, Mexico City'),
('Cinepolis Universidad', 220, 'IMAX', 'Mexico, Mexico City'),
('Cinemex Galerias Metepec', 190, '3D', 'Mexico, Metepec'),
('Cinepolis Perinorte', 240, 'Standard', 'Mexico, Cuautitlán Izcalli'),
('Cinemex Paseo Acoxpa', 290, 'IMAX', 'Mexico, Mexico City'),
('Cinepolis Forum Buenavista', 170, 'Standard', 'Mexico, Mexico City'),
('Cine Hoyts Parque Arauco', 280, 'IMAX', 'Chile, Santiago'),
('Cineplanet Costanera Center', 230, 'Standard', 'Chile, Santiago'),
('Cine Hoyts La Reina', 200, '3D', 'Chile, Santiago'),
('Cineplanet Plaza Vespucio', 310, '3D', 'Chile, La Florida'),
('Cine Hoyts San Agustin', 260, 'Standard', 'Chile, Santiago'),
('Cineplanet Mall Florida Center', 220, 'IMAX', 'Chile, La Florida'),
('Cine Hoyts Maipú', 190, '3D', 'Chile, Maipú'),
('Cineplanet Paseo Quilín', 240, 'Standard', 'Chile, Santiago'),
('Cine Hoyts La Reina 4D', 290, 'IMAX', 'Chile, Santiago'),
('Cineplanet Plaza Norte', 170, 'Standard', 'Chile, Huechuraba'),
('Cinema City AFI Cotroceni', 280, 'IMAX', 'Romania, Bucharest'),
('Cinema City Sun Plaza', 230, 'Standard', 'Romania, Bucharest'),
('Cinema City Mega Mall', 200, '3D', 'Romania, Bucharest'),
('Cinema City Iulius Mall', 310, '3D', 'Romania, Cluj-Napoca'),
('Cinema City Braila', 260, 'Standard', 'Romania, Braila'),
('Cinema City Arad', 220, 'IMAX', 'Romania, Arad'),
('Cinema City Bacau', 190, '3D', 'Romania, Bacau'),
('Cinema City Ploiesti', 240, 'Standard', 'Romania, Ploiesti'),
('Cinema City Pitesti', 290, 'IMAX', 'Romania, Pitesti'),
('Cinema City Târgu Mures', 170, 'Standard', 'Romania, Târgu Mures'),
('Cine Colombia Andino', 280, 'IMAX', 'Colombia, Bogotá'),
('Royal Films Buenavista', 230, 'Standard', 'Colombia, Barranquilla'),
('Cinepolis Salitre Plaza', 200, '3D', 'Colombia, Bogotá'),
('Royal Films Portal del Prado', 310, '3D', 'Colombia, Barranquilla'),
('Cine Colombia Unicentro', 260, 'Standard', 'Colombia, Cali'),
('Royal Films Americano', 220, 'IMAX', 'Colombia, Barranquilla'),
('Cinepolis Titan Plaza', 190, '3D', 'Colombia, Bogotá'),
('Royal Films Santafe', 240, 'Standard', 'Colombia, Bogotá'),
('Cinepolis Hayuelos', 290, 'IMAX', 'Colombia, Bogotá'),
('Royal Films Buenaventura', 170, 'Standard', 'Colombia, Buenaventura'),
('Cinema City Nový Smíchov', 280, 'IMAX', 'Czech Republic, Prague'),
('Cinema City Galaxie', 230, 'Standard', 'Czech Republic, Prague'),
('Cinema City Chodov', 200, '3D', 'Czech Republic, Prague'),
('Bio Oko', 310, '3D', 'Czech Republic, Prague'),
('Cinema City Olympia Brno', 260, 'Standard', 'Czech Republic, Brno'),
('Cinema City Olympia Plzeň', 220, 'IMAX', 'Czech Republic, Plzeň'),
('Cinema City Zličín', 190, '3D', 'Czech Republic, Prague'),
('Kino Lucerna', 240, 'Standard', 'Czech Republic, Prague'),
('Cinema City Liberec', 290, 'IMAX', 'Czech Republic, Liberec'),
('Cinema City Pardubice', 170, 'Standard', 'Czech Republic, Pardubice'),
('Cineplex Mall of Arabia', 280, 'IMAX', 'Egypt, Giza'),
('Americana Plaza Cinema', 230, 'Standard', 'Egypt, Cairo'),
('Point 90 Cinemas', 200, '3D', 'Egypt, Cairo'),
('Cairo Festival City Mall Cinemas', 310, '3D', 'Egypt, New Cairo'),
('Cityscape Cinema', 260, 'Standard', 'Egypt, 6th of October City'),
('Stars Cinema', 220, 'IMAX', 'Egypt, Heliopolis'),
('Cineplex Green Plaza', 190, '3D', 'Egypt, Alexandria'),
('Renaissance Cinema Dandy Mega Mall', 240, 'Standard', 'Egypt, Cairo'),
('Nile City Cinema', 290, 'IMAX', 'Egypt, Cairo'),
('Silver Cinema', 170, 'Standard', 'Egypt, Nasr City'),
('Nueplex Cinemas', 280, 'IMAX', 'Pakistan, Karachi'),
('Cinepax Packages Mall', 230, 'Standard', 'Pakistan, Lahore'),
('Universal Cinemas Emporium Mall', 200, '3D', 'Pakistan, Lahore'),
('Arena Cinema', 310, '3D', 'Pakistan, Faisalabad'),
('Cinegold Plex', 260, 'Standard', 'Pakistan, Islamabad'),
('Atrium Cinemas', 220, 'IMAX', 'Pakistan, Karachi'),
('Cinepax Ocean Mall', 190, '3D', 'Pakistan, Karachi'),
('Centaurus Cineplex', 240, 'Standard', 'Pakistan, Islamabad'),
('Cinepax City Auditorium', 290, 'IMAX', 'Pakistan, Rawalpindi'),
('Cinegold Plex Bahria Town', 170, 'Standard', 'Pakistan, Rawalpindi'),
('Blockbuster Cinemas Jamuna Future Park', 280, 'IMAX', 'Bangladesh, Dhaka'),
('Star Cineplex Bashundhara City', 230, 'Standard', 'Bangladesh, Dhaka'),
('Blockbuster Cinemas Shimanto Shambhar', 200, '3D', 'Bangladesh, Dhaka'),
('Star Cineplex Shimanto Square', 310, '3D', 'Bangladesh, Dhaka'),
('Blockbuster Cinemas Concord', 260, 'Standard', 'Bangladesh, Dhaka'),
('Star Cineplex SKS Tower', 220, 'IMAX', 'Bangladesh, Dhaka'),
('Blockbuster Cinemas Sylhet', 190, '3D', 'Bangladesh, Sylhet'),
('Star Cineplex Chittagong', 240, 'Standard', 'Bangladesh, Chittagong'),
('Blockbuster Cinemas Cumilla', 290, 'IMAX', 'Bangladesh, Cumilla'),
('Vie Show Cinemas Taipei Hsin Yi', 280, 'IMAX', 'Taiwan, Taipei'),
('Ambassador Theatres Taipei', 230, 'Standard', 'Taiwan, Taipei'),
('Miramar Cinemas', 200, '3D', 'Taiwan, Taipei'),
('Vie Show Cinemas Taichung Tiger City', 310, '3D', 'Taiwan, Taichung'),
('Ambassador Theatres Taoyuan', 260, 'Standard', 'Taiwan, Taoyuan'),
('Vie Show Cinemas Tainan Focus Square', 220, 'IMAX', 'Taiwan, Tainan'),
('Ambassador Theatres Kaohsiung', 190, '3D', 'Taiwan, Kaohsiung'),
('Vie Show Cinemas Hualien Farglory', 240, 'Standard', 'Taiwan, Hualien'),
('Ambassador Theatres Chiayi', 290, 'IMAX', 'Taiwan, Chiayi'),
('Vie Show Cinemas Kenting', 170, 'Standard', 'Taiwan, Kenting'),
('Cinesa Diagonal Mar', 280, 'IMAX', 'Spain, Barcelona'),
('Yelmo Cines Ideal', 230, 'Standard', 'Spain, Madrid'),
('Cine Capitol Gran Vía', 200, '3D', 'Spain, Madrid'),
('Cinesa La Maquinista', 310, '3D', 'Spain, Barcelona'),
('Kinépolis Ciudad de la Imagen', 260, 'Standard', 'Spain, Madrid'),
('Yelmo Cines Plaza Norte 2', 220, 'IMAX', 'Spain, Madrid'),
('Cinesa Parquesur', 190, '3D', 'Spain, Madrid'),
('Yelmo Cines Islazul', 240, 'Standard', 'Spain, Madrid'),
('Cine Yelmo Roquetas de Mar', 290, 'IMAX', 'Spain, Roquetas de Mar'),
('Cinesa Festival Park', 170, 'Standard', 'Spain, Palma de Mallorca'),
('SF Cinema CentralWorld', 280, 'IMAX', 'Thailand, Bangkok'),
('Major Cineplex Sukhumvit', 230, 'Standard', 'Thailand, Bangkok'),
('Paragon Cineplex', 200, '3D', 'Thailand, Bangkok'),
('SF Cinema The Mall Bangkapi', 310, '3D', 'Thailand, Bangkok'),
('Major Cineplex Ratchayothin', 260, 'Standard', 'Thailand, Bangkok'),
('SF Cinema City MBK Center', 220, 'IMAX', 'Thailand, Bangkok'),
('Major Cineplex Central Rama III', 190, '3D', 'Thailand, Bangkok'),
('SF Cinema Terminal 21', 240, 'Standard', 'Thailand, Bangkok'),
('Major Cineplex Future Park Rangsit', 290, 'IMAX', 'Thailand, Pathum Thani'),
('SF Cinema City The Crystal Ratchapruek', 170, 'Standard', 'Thailand, Nonthaburi'),
('Cinemaximum Zorlu Center', 280, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Kanyon', 230, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Akasya', 200, '3D', 'Turkey, Istanbul'),
('Cinemaximum Palladium', 310, '3D', 'Turkey, Istanbul'),
('Cinemaximum İstinyePark', 260, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Marmara Forum', 220, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Capacity Sinemaları', 190, '3D', 'Turkey, Istanbul'),
('Cinemaximum Trump Towers', 240, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Akbatı', 290, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Carousel', 170, 'Standard', 'Turkey, Istanbul'),
